232.000000	0.703125
233.000000	0.625000
234.000000	0.742187
235.000000	0.625000
236.000000	0.839844
237.000000	0.742187
238.000000	0.605469
239.000000	0.820312
240.000000	0.683594
241.000000	0.742187
242.000000	0.664062
243.000000	0.683594
244.000000	0.742187
245.000000	0.761719
246.000000	0.664062
247.000000	0.703125
248.000000	0.664062
249.000000	0.664062
250.000000	0.703125
251.000000	0.546875
252.000000	0.605469
253.000000	0.625000
254.000000	0.546875
255.000000	0.585937
256.000000	0.371094
257.000000	0.546875
258.000000	0.488281
259.000000	0.566406
260.000000	0.390625
261.000000	0.527344
262.000000	0.820312
263.000000	0.546875
264.000000	0.410156
265.000000	0.292969
266.000000	0.429687
267.000000	0.371094
268.000000	0.371094
269.000000	0.429687
270.000000	0.371094
271.000000	0.488281
272.000000	0.468750
273.000000	0.449219
274.000000	0.351562
275.000000	0.390625
276.000000	0.410156
277.000000	0.527344
278.000000	0.468750
279.000000	0.566406
280.000000	0.527344
281.000000	0.410156
282.000000	0.546875
283.000000	0.468750
284.000000	0.507812
285.000000	0.488281
286.000000	0.468750
287.000000	0.585937
288.000000	0.507812
289.000000	0.605469
290.000000	0.527344
291.000000	0.468750
292.000000	0.585937
293.000000	0.546875
294.000000	0.585937
295.000000	0.644531
296.000000	0.468750
297.000000	0.585937
298.000000	0.585937
299.000000	0.546875
300.000000	0.664062
301.000000	0.527344
302.000000	0.527344
303.000000	0.585937
304.000000	0.585937
305.000000	0.585937
306.000000	0.527344
307.000000	0.488281
308.000000	0.585937
309.000000	0.625000
310.000000	0.566406
311.000000	0.722656
312.000000	0.664062
313.000000	0.644531
314.000000	0.605469
315.000000	0.585937
316.000000	0.664062
317.000000	0.585937
318.000000	0.488281
319.000000	0.605469
320.000000	0.683594
321.000000	0.585937
322.000000	0.527344
323.000000	0.566406
324.000000	0.664062
325.000000	0.644531
326.000000	0.625000
327.000000	0.722656
328.000000	0.703125
329.000000	0.664062
330.000000	0.664062
331.000000	0.761719
332.000000	0.664062
333.000000	0.644531
334.000000	0.683594
335.000000	0.683594
336.000000	0.566406
337.000000	0.605469
338.000000	0.664062
339.000000	0.605469
340.000000	0.644531
341.000000	0.722656
342.000000	0.742187
343.000000	0.546875
344.000000	0.527344
345.000000	0.585937
346.000000	0.468750
347.000000	0.585937
348.000000	0.585937
349.000000	0.566406
350.000000	0.742187
351.000000	0.644531
352.000000	0.703125
353.000000	0.742187
354.000000	0.605469
355.000000	0.625000
356.000000	0.585937
357.000000	0.527344
358.000000	0.742187
359.000000	0.625000
360.000000	0.703125
361.000000	0.703125
362.000000	0.585937
363.000000	0.722656
364.000000	0.527344
365.000000	0.566406
366.000000	0.683594
367.000000	0.449219
368.000000	0.566406
369.000000	0.566406
370.000000	0.488281
371.000000	0.664062
372.000000	0.625000
373.000000	0.703125
374.000000	0.566406
375.000000	0.449219
376.000000	0.488281
377.000000	0.566406
378.000000	0.566406
379.000000	0.566406
380.000000	0.488281
381.000000	0.468750
382.000000	0.527344
383.000000	0.566406
384.000000	0.585937
385.000000	0.585937
386.000000	0.507812
387.000000	0.507812
388.000000	0.488281
389.000000	0.546875
390.000000	0.585937
391.000000	0.527344
392.000000	0.585937
393.000000	0.566406
394.000000	0.566406
395.000000	0.546875
396.000000	0.351562
397.000000	0.488281
398.000000	0.507812
399.000000	0.507812
400.000000	0.468750
401.000000	0.507812
402.000000	0.429687
403.000000	0.546875
404.000000	0.351562
405.000000	0.546875
406.000000	0.390625
407.000000	0.605469
408.000000	0.625000
409.000000	0.566406
410.000000	0.683594
411.000000	0.585937
412.000000	0.546875
413.000000	0.566406
414.000000	0.761719
415.000000	0.683594
416.000000	0.742187
417.000000	0.703125
418.000000	0.683594
419.000000	0.585937
420.000000	0.644531
421.000000	0.722656
422.000000	0.625000
423.000000	0.644531
424.000000	0.585937
425.000000	0.703125
