x	H
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	2
39	1
40	1
41	4
42	5
43	2
44	9
45	6
46	10
47	3
48	9
49	9
50	4
51	10
52	10
53	9
54	7
55	7
56	9
57	7
58	7
59	12
60	6
61	9
62	4
63	5
64	2
65	2
66	2
67	0
68	1
69	2
70	1
71	0
72	2
73	1
