1272  2.800 0.01
2347  5.065 0.01
2808  6.025 0.01
3506  7.500 0.01
4013  8.562 0.01
4499  9.580 0.01
5068  10.78  0.01
5487  11.65 0.01
5795  12.29 0.01
5937  12.59 0.01
4381  9.330 0.01
3268  6.990 0.01
1851  4.020 0.01
342 0.840 0.01
533 1.250 0.01
206 0.561 0.01
44  0.210 0.01
713 1.630 0.01
1582  3.458 0.01
2120  4.570 0.01
3909  8.490 0.01
4747  10.28 0.01
