#SpectrumName : Messung_20Grad_LLDhoch.SPC
#XUnit        : 
#YUnit        : 
#Length       : 2048
#SubSpcNum    : 1
#StartSubSpc  : 0
#StopSubSpc   : 0
#Comment      : 
#Realtime     : 300.842
#Livetime     : 300.000
#Deadtime     : 0.842
#Starttime    : 16.03.2016 13:56:13
#Stoptime     : 16.03.2016 14:01:13
#CalibCoeff   : a=0.000000000E+000 b=0.000000000E+000 c=0.000000000E+000 d=0.000000000E+000
#SpectrumText : 0 
0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	0	0.0
6	0	0.0
7	0	0.0
8	0	0.0
9	0	0.0
10	0	0.0
11	0	0.0
12	0	0.0
13	0	0.0
14	0	0.0
15	0	0.0
16	0	0.0
17	15	3.87298334621
18	16	4.0
19	12	3.46410161514
20	11	3.31662479036
21	14	3.74165738677
22	13	3.60555127546
23	14	3.74165738677
24	11	3.31662479036
25	17	4.12310562562
26	8	2.82842712475
27	16	4.0
28	10	3.16227766017
29	13	3.60555127546
30	7	2.64575131106
31	9	3.0
32	11	3.31662479036
33	13	3.60555127546
34	6	2.44948974278
35	11	3.31662479036
36	9	3.0
37	6	2.44948974278
38	14	3.74165738677
39	19	4.35889894354
40	22	4.69041575982
41	20	4.472135955
42	19	4.35889894354
43	9	3.0
44	9	3.0
45	12	3.46410161514
46	14	3.74165738677
47	20	4.472135955
48	16	4.0
49	25	5.0
50	15	3.87298334621
51	15	3.87298334621
52	12	3.46410161514
53	20	4.472135955
54	12	3.46410161514
55	17	4.12310562562
56	16	4.0
57	11	3.31662479036
58	13	3.60555127546
59	10	3.16227766017
60	13	3.60555127546
61	15	3.87298334621
62	18	4.24264068712
63	11	3.31662479036
64	11	3.31662479036
65	11	3.31662479036
66	15	3.87298334621
67	13	3.60555127546
68	15	3.87298334621
69	18	4.24264068712
70	19	4.35889894354
71	14	3.74165738677
72	12	3.46410161514
73	23	4.79583152331
74	17	4.12310562562
75	17	4.12310562562
76	26	5.09901951359
77	17	4.12310562562
78	21	4.58257569496
79	13	3.60555127546
80	25	5.0
81	15	3.87298334621
82	13	3.60555127546
83	16	4.0
84	13	3.60555127546
85	19	4.35889894354
86	15	3.87298334621
87	21	4.58257569496
88	17	4.12310562562
89	16	4.0
90	22	4.69041575982
91	14	3.74165738677
92	21	4.58257569496
93	25	5.0
94	17	4.12310562562
95	15	3.87298334621
96	16	4.0
97	18	4.24264068712
98	14	3.74165738677
99	26	5.09901951359
100	17	4.12310562562
101	11	3.31662479036
102	18	4.24264068712
103	17	4.12310562562
104	21	4.58257569496
105	14	3.74165738677
106	21	4.58257569496
107	13	3.60555127546
108	25	5.0
109	17	4.12310562562
110	19	4.35889894354
111	22	4.69041575982
112	11	3.31662479036
113	20	4.472135955
114	17	4.12310562562
115	24	4.89897948557
116	15	3.87298334621
117	11	3.31662479036
118	22	4.69041575982
119	28	5.29150262213
120	15	3.87298334621
121	19	4.35889894354
122	16	4.0
123	17	4.12310562562
124	17	4.12310562562
125	23	4.79583152331
126	23	4.79583152331
127	11	3.31662479036
128	13	3.60555127546
129	16	4.0
130	19	4.35889894354
131	15	3.87298334621
132	25	5.0
133	19	4.35889894354
134	21	4.58257569496
135	17	4.12310562562
136	22	4.69041575982
137	21	4.58257569496
138	24	4.89897948557
139	23	4.79583152331
140	20	4.472135955
141	27	5.19615242271
142	26	5.09901951359
143	25	5.0
144	20	4.472135955
145	21	4.58257569496
146	29	5.38516480713
147	29	5.38516480713
148	22	4.69041575982
149	22	4.69041575982
150	36	6.0
151	23	4.79583152331
152	35	5.9160797831
153	17	4.12310562562
154	27	5.19615242271
155	31	5.56776436283
156	25	5.0
157	24	4.89897948557
158	29	5.38516480713
159	36	6.0
