         85.000        0.90000        1.00000
         80.000        0.84300        1.00000
         75.000        0.80500        1.00000
         60.000        0.80500        1.00000
         50.000        0.85300        1.00000
         70.000        0.78900        1.00000
         30.000        0.91100        1.00000
         10.000        0.96900        1.00000
          0.000        1.00000       -1.0
          1.000        0.99992       -1.0
          2.000        0.99969       -1.0
          3.000        0.99930       -1.0
          4.000        0.99876       -1.0
          5.000        0.99806       -1.0
          6.000        0.99721       -1.0
          7.000        0.99621       -1.0
          8.000        0.99506       -1.0
          9.000        0.99375       -1.0
         10.000        0.99230       -1.0
         11.000        0.99070       -1.0
         12.000        0.98895       -1.0
         13.000        0.98705       -1.0
         14.000        0.98502       -1.0
         15.000        0.98284       -1.0
         16.000        0.98052       -1.0
         17.000        0.97807       -1.0
         18.000        0.97548       -1.0
         19.000        0.97276       -1.0
         20.000        0.96991       -1.0
         21.000        0.96694       -1.0
         22.000        0.96383       -1.0
         23.000        0.96061       -1.0
         24.000        0.95727       -1.0
         25.000        0.95382       -1.0
         26.000        0.95025       -1.0
         27.000        0.94657       -1.0
         28.000        0.94279       -1.0
         29.000        0.93891       -1.0
         30.000        0.93493       -1.0
         31.000        0.93086       -1.0
         32.000        0.92670       -1.0
         33.000        0.92246       -1.0
         34.000        0.91813       -1.0
         35.000        0.91373       -1.0
         36.000        0.90926       -1.0
         37.000        0.90472       -1.0
         38.000        0.90013       -1.0
         39.000        0.89548       -1.0
         40.000        0.89078       -1.0
         41.000        0.88605       -1.0
         42.000        0.88128       -1.0
         43.000        0.87648       -1.0
         44.000        0.87166       -1.0
         45.000        0.86684       -1.0
         46.000        0.86201       -1.0
         47.000        0.85720       -1.0
         48.000        0.85240       -1.0
         49.000        0.84763       -1.0
         50.000        0.84291       -1.0
         51.000        0.83824       -1.0
         52.000        0.83364       -1.0
         53.000        0.82912       -1.0
         54.000        0.82471       -1.0
         55.000        0.82042       -1.0
         56.000        0.81627       -1.0
         57.000        0.81227       -1.0
         58.000        0.80846       -1.0
         59.000        0.80485       -1.0
         60.000        0.80148       -1.0
         61.000        0.79837       -1.0
         62.000        0.79556       -1.0
         63.000        0.79307       -1.0
         64.000        0.79094       -1.0
         65.000        0.78921       -1.0
         66.000        0.78792       -1.0
         67.000        0.78711       -1.0
         68.000        0.78683       -1.0
         69.000        0.78713       -1.0
         70.000        0.78805       -1.0
         71.000        0.78965       -1.0
         72.000        0.79198       -1.0
         73.000        0.79510       -1.0
         74.000        0.79906       -1.0
         75.000        0.80390       -1.0
         76.000        0.80969       -1.0
         77.000        0.81648       -1.0
         78.000        0.82429       -1.0
         79.000        0.83318       -1.0
         80.000        0.84316       -1.0
         81.000        0.85426       -1.0
         82.000        0.86649       -1.0
         83.000        0.87983       -1.0
         84.000        0.89426       -1.0
         85.000        0.90974       -1.0
         86.000        0.92621       -1.0
         87.000        0.94358       -1.0
         88.000        0.96175       -1.0
         89.000        0.98061       -1.0
         90.000        1.00000       -1.0
